,Name,EPIC,Mass,r'mag,Kmag,Prot1,Pw1,Q1,Clean?,Sig,Prot2,Pw2,Q2,MP?,SE?,Bl?,Bin?,RawAmp,SmAmp,P,ProtA,ProtD,ProtS,ProtK,Kpmag,Notes,PrCat,PCat,All,2M,Simbad,RAJ2000,DEJ2000
724,AD 4098,211999627,0.25,17.67,13.08,22.27,0.0892,0,Y,0.00662,       ,       , ,N,Y,N,    ,0.03243,1.024,2,     ,     ,     ,     ,17.13,                                                                                            ,0,2,All,2M,Simbad,133.387621,20.248241
725,       ,212012745,0.15,19.58,14.55,0.54,0.0321,0,Y,0.00758,       ,       , ,N,N,N,    ,0.08596,0.69819,2,     ,     ,     ,     ,18.87,                                                                                            ,0,1,All,2M,Simbad,127.10273000000001,20.465011999999998
726,       ,211951388,0.13,20.13,14.99,1.45,0.0861,0,Y,0.00723,       ,       , ,N,N,Y,    ,0.03091,0.49405,2,     ,     ,     ,     ,17.68,                                                                                            ,0,1,All,2M,Simbad,129.478938,19.493605
727,       ,211795051,0.25,17.45,13.11,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.95,                                                                                            ,0,1,All,2M,Simbad,130.616871,17.246807
728,AD 1407,212078515,0.17,19.15,14.0,1.32,0.1354,0,Y,0.00873,       ,       , ,N,M,Y,    ,0.06108,1.32241,2,     ,     ,     ,     ,17.52,                                                                                            ,0,2,All,2M,Simbad,127.70215400000001,21.612593
729,AD 0723,211820823,0.16,19.2,14.23,1.14,0.1914,0,Y,0.00827,       ,       , ,N,Y,N,    ,0.04144,1.078,2,     ,     ,     ,     ,18.52,                                                                                            ,0,2,All,2M,Simbad,126.30724599999999,17.6126
730,       ,212068782,0.17,19.31,14.13,1.89,0.2492,0,Y,0.00783,       ,       , ,N,Y,Y,    ,0.06709,1.87327,2,     ,     ,     ,     ,18.63,                                                                                            ,0,1,All,2M,Simbad,129.595396,21.433489
731,KW415  ,211936067,0.81,12.7,10.57,10.29,0.0911,1,Y,0.00848,5.3752,0.0436,1,Y,N,Y,    ,0.02332,0.34806,K,     ,     ,     ,10.62,12.73,peak splitting of broad peaks; second not detected                                          ,1,2,All,2M,Simbad,130.41261200000002,19.265773
732,AD 1398,211943375,0.19,18.64,13.77,1.43,0.2259,0,Y,0.00766,       ,       , ,N,Y,N,    ,0.02888,0.93964,2,     ,     ,     ,     ,18.02,                                                                                            ,0,2,All,2M,Simbad,127.677435,19.375225
733,AD 0632,211985684,0.41,15.79,12.19,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,15.29,                                                                                            ,0,2,All,2M,Simbad,126.03889199999999,20.023609
734,AD 1747,212103723,0.15,19.44,14.4,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.79,                                                                                            ,0,2,All,2M,Simbad,128.34141499999998,22.092907
735,AD 0864,211796017,0.39,16.08,12.28,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,15.46,                                                                                            ,0,2,All,2M,Simbad,126.638755,17.260838
736,       ,211927174,0.2,18.23,13.54,1.88,0.3063,0,Y,0.00826,       ,       , ,N,N,N,    ,0.03612,1.17661,2,     ,     ,     ,     ,17.61,                                                                                            ,0,1,All,2M,Simbad,131.974335,19.131481
737,AD 4285,211923104,0.29,16.77,12.74,17.27,0.9023,0,Y,0.00842,       ,       , ,N,N,N,    ,0.02453,1.18731,2,     ,     ,     ,     ,16.54,                                                                                            ,0,2,All,2M,Simbad,133.793574,19.069941
738,AD 0733,212006725,0.16,20.2,14.33,0.2,0.0313,0,N,0.00651,       ,       , ,Y,N,Y,    ,0.0761,0.12791,2,     ,     ,     ,     ,17.68,                                                                                            ,0,2,All,2M,Simbad,126.342652,20.365768
739,HSHJ 21,211958800,0.15,19.57,14.44,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.79,                                                                                            ,0,2,All,2M,Simbad,128.030563,19.606693
740,       ,211998489,0.15,20.53,14.6,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.1,                                                                                            ,0,1,All,2M,Simbad,129.29765,20.229425
741,AD 3452,211958687,0.26,17.83,13.0,1.19,0.0829,0,Y,0.00668,       ,       , ,N,N,M,    ,0.02068,0.83308,2,     ,     ,     ,     ,16.27,                                                                                            ,0,2,All,2M,Simbad,131.449872,19.605210999999997
742,AD 4207,212089563,0.17,19.11,14.08,0.31,0.1285,0,N,0.00743,       ,       , ,N,N,Y,    ,0.01992,0.04372,2,     ,     ,     ,     ,17.45,much brighter neighbor                                                                      ,0,2,All,2M,Simbad,133.620075,21.818379999999998
743,       ,212148248,0.13,21.06,15.09,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.62,                                                                                            ,0,1,All,2M,Simbad,131.542938,22.995789000000002
744,       ,212068777,0.16,19.43,14.28,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.7,                                                                                            ,0,1,All,2M,Simbad,132.05469,21.433453
745,AD 2368,211795706,0.15,20.03,14.52,1.14,0.0102,0,Y,0.00712,       ,       , ,N,N,N,    ,0.04342,0.96489,2,     ,     ,     ,     ,17.06,                                                                                            ,0,2,All,2M,Simbad,129.518875,17.256505999999998
746,       ,212069380,0.14,20.56,14.8,0.27,0.1817,0,Y,0.00669,       ,       , ,N,N,N,    ,0.12061,0.16047,2,     ,     ,     ,     ,18.71,                                                                                            ,0,1,All,2M,Simbad,127.87446000000001,21.44412
747,HSHJ 2 ,211845069,0.19,18.88,13.72,1.33,0.1341,0,Y,0.00802,       ,       , ,N,Y,N,    ,0.01841,0.42662,2,     ,     ,     ,     ,18.18,                                                                                            ,0,2,All,2M,Simbad,127.51225,17.950592
748,HSHJ504,212129540,0.21,18.07,13.41,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.48,                                                                                            ,0,1,All,2M,Simbad,132.108468,22.608694
749,       ,211781289,1.36,9.62,8.7,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,9.79,                                                                                            ,1,1,All,2M,Simbad,129.532204,17.050669
750,HSHJ515,212110857,0.2,18.42,13.53,0.92,0.4622,0,Y,0.00817,       ,       , ,N,N,N,    ,0.0528,1.53541,2,     ,     ,     ,     ,17.75,                                                                                            ,0,2,All,2M,Simbad,132.82026100000002,22.235189000000002
751,AD 2545,212002298,0.24,17.93,13.16,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.31,                                                                                            ,0,2,All,2M,Simbad,129.83170800000002,20.291833999999998
752,AD 0726,211912350,0.16,19.87,14.27,0.26,0.1489,0,Y,0.00895,       ,       , ,N,Y,N,    ,0.03911,0.77316,2,     ,     ,     ,     ,19.07,                                                                                            ,0,2,All,2M,Simbad,126.317225,18.910803
753,AD 2932,211990785,0.62,13.37,11.14,22.77,0.4592,0,Y,0.00859,       ,       , ,N,Y,N,    ,0.0037,0.13909,2,     ,     ,     ,     ,13.32,                                                                                            ,1,2,All,2M,Simbad,130.33098,20.10506
754,AD 3297,212136619,0.34,16.41,12.51,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.08,                                                                                            ,0,2,All,2M,Simbad,131.073126,22.751143
755,       ,211974283,1.13,10.76,9.43,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,10.77,                                                                                            ,1,1,All,2M,Simbad,127.08723799999999,19.844044
756,AD 1267,211888866,0.13,20.37,14.96,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,18.12,                                                                                            ,0,2,All,2M,Simbad,127.430924,18.563395
757,       ,211745306,0.19,18.39,13.62,1.04,0.1684,0,Y,0.00643,       ,       , ,N,M,N,    ,0.02571,0.85318,2,     ,     ,     ,     ,16.5,                                                                                            ,0,1,All,2M,Simbad,131.048851,16.542360000000002
758,AD 1336,212158768,0.92,12.15,10.26,28.91,0.6552,0,Y,0.00833,       ,       , ,N,N,Y,    ,0.0059,0.23847,2,     ,     ,     ,     ,12.19,                                                                                            ,1,2,All,2M,Simbad,127.550573,23.226943
759,AD 4005,211951223,0.19,18.68,13.76,1.52,0.5484,0,Y,0.00768,       ,       , ,N,N,N,    ,0.07456,3.17176,2,     ,     ,     ,     ,18.03,                                                                                            ,0,2,All,2M,Simbad,133.165293,19.491267999999998
760,AD 2848,211707676,0.16,20.17,14.31,0.31,0.0758,0,Y,0.00887,0.3926,0.0356,0,Y,M,N,    ,0.03363,0.06716,2,     ,     ,     ,     ,16.79,                                                                                            ,0,2,All,2M,Simbad,130.22681,16.016886
761,JS439  ,211896120,0.27,17.37,12.92,     ,       ,3, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,16.75,                                                                                            ,0,2,All,2M,Simbad,130.384821,18.669657
762,HSHJ349,212105502,0.16,19.26,14.21,0.35,0.2228,0,N,0.00867,       ,       , ,N,N,N,    ,0.04379,0.02769,2,     ,     ,     ,     ,18.53,                                                                                            ,0,2,All,2M,Simbad,130.292686,22.129253
763,AD 0868,211995609,0.81,13.52,10.56,     ,       ,2, ,        ,       ,       , , , , ,cand,        ,        , ,     ,     ,     ,     ,13.81,                                                                                            ,1,2,All,2M,Simbad,126.646689,20.182392
764,HSHJ185,212133159,0.24,17.66,13.15,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,17.14,                                                                                            ,0,1,All,2M,Simbad,129.488656,22.682062
765,JS261  ,211959273,0.63,13.33,11.04,14.31,0.6238,0,Y,0.00799,6.6186,0.1886,1,M,Y,N,    ,0.00786,0.30516,K,     ,     ,     ,13.55,13.38,unclear whether it's phase drift or two periods                                             ,1,2,All,2M,Simbad,129.743031,19.613771
766,JS285  ,212012721,0.4,15.81,12.23,23.49,0.4535,0,Y,0.00877,       ,       , ,N,N,N,    ,0.00643,0.198,2,     ,     ,     ,     ,15.58,                                                                                            ,0,2,All,2M,Simbad,129.828591,20.464467000000003
767,AD 3703,211738707,0.19,18.73,13.62,0.3,0.1439,0,Y,0.00788,0.1126,0.0221,1,M,M,N,    ,0.01541,0.05008,2,     ,     ,     ,     ,16.75,                                                                                            ,0,2,All,2M,Simbad,132.334904,16.448442
768,AD 0982,211997840,0.67,13.52,10.9,12.95,0.8099,0,Y,0.00799,       ,       , ,N,Y,N,    ,0.01602,0.78714,2,     ,     ,     ,     ,13.85,                                                                                            ,1,2,All,2M,Simbad,126.877702,20.218288
769,AD 4703,211926605,0.17,19.32,14.01,1.79,0.0412,0,Y,0.00735,       ,       , ,N,N,Y,    ,0.02886,0.86513,2,     ,     ,     ,     ,18.59,                                                                                            ,0,2,All,2M,Simbad,135.044268,19.123158
770,AD 4062,211789682,0.34,16.98,12.52,23.3,0.4196,0,Y,0.00891,       ,       , ,N,Y,Y,    ,0.0077,0.30126,2,     ,     ,     ,     ,15.64,visual double in SDSS and DSS                                                               ,0,2,All,2M,Simbad,133.319354,17.169478
771,AD 3770,212140975,0.66,12.58,10.9,     ,       ,2, ,        ,       ,       , , , , ,    ,        ,        , ,     ,     ,     ,     ,12.64,                                                                                            ,1,2,All,2M,Simbad,132.592288,22.840870000000002
772,HSHJ367,212076402,0.17,18.91,14.03,0.66,0.4409,0,Y,0.00716,       ,       , ,N,N,N,    ,0.08092,2.58393,2,     ,     ,     ,     ,18.31,                                                                                            ,0,2,All,2M,Simbad,130.358426,21.573695999999998
773,AD 4357,211937538,0.2,18.74,13.51,0.25,0.0601,0,Y,0.00726,       ,       , ,Y,N,N,    ,0.02203,0.04068,2,     ,     ,     ,     ,18.01,peak splitting but very near 6 hours                                                        ,0,2,All,2M,Simbad,134.007221,19.28764
